person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_term_days,Loan_Status,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
22,23531,2,26707,17.2,3600,0,0,1,0,0,1,0,0
52,42143,15,11506,8.18,720,1,0,1,0,1,0,0,0
20,49282,4,6331,17.73,720,1,0,1,0,0,1,0,0
24,36355,3,18465,6.77,3600,0,0,0,0,0,1,0,0
32,77451,11,12591,14.84,1800,1,0,0,0,0,1,0,0
38,122043,23,12507,5.15,360,1,0,1,0,0,0,0,1
31,134203,15,5600,19.83,720,1,1,0,0,0,0,0,0
67,48848,19,27110,14.66,3600,0,0,0,1,0,0,0,0
44,71337,18,31802,18.78,360,1,0,0,1,0,0,0,0
54,78228,1,6907,13.49,360,1,0,1,0,1,0,0,0
31,86920,29,26604,19.92,1080,1,0,0,0,0,0,0,1
49,35352,7,27073,13.05,1800,0,0,0,0,0,1,0,0
24,178500,0,24893,11.29,1080,1,1,0,0,0,1,0,0
53,104392,22,19870,16.35,3600,1,0,0,0,0,0,1,0
41,106041,10,11265,6.56,360,1,0,0,0,1,0,0,0
58,123263,26,17049,8.91,360,1,0,0,1,0,0,0,0
32,82494,10,4657,13.44,360,1,0,0,0,0,0,1,0
66,32325,1,8767,11.07,1080,0,0,1,0,1,0,0,0
22,55084,0,3099,12.34,720,1,0,0,1,0,0,0,0
39,22233,4,20423,17.8,1800,0,1,0,0,0,0,1,0
50,76806,24,24670,7.94,360,1,1,0,0,0,1,0,0
24,54093,1,9792,6.68,1800,1,0,0,0,0,1,0,0
43,58435,23,6134,12.02,360,1,0,0,0,0,1,0,0
59,123303,9,20124,8.28,1080,1,0,0,0,0,0,0,0
52,45515,1,10633,5.27,3600,0,0,1,0,0,0,1,0
27,51468,14,13523,15.74,720,1,1,0,0,0,0,0,0
43,60668,17,32375,11.43,3600,1,0,0,0,0,0,0,0
69,19850,11,24531,15.74,1080,0,1,0,0,0,0,1,0
39,51039,9,5989,8.09,360,1,0,0,0,0,1,0,0
35,13474,6,10086,9.54,1800,0,0,0,0,0,0,0,1
69,42137,14,29869,14.79,1080,1,1,0,0,1,0,0,0
31,100018,14,18645,15.09,3600,1,1,0,1,0,0,0,0
32,78304,11,2643,16.22,3600,1,0,1,0,0,0,1,0
64,41902,28,34017,6.56,3600,0,0,0,0,0,1,0,0
61,61357,28,18320,17.35,360,1,0,1,0,0,0,0,0
58,31413,19,25020,13.83,3600,0,0,0,0,0,1,0,0
44,59790,14,16973,6.79,3600,1,0,0,0,1,0,0,0
65,347386,2,16269,11.58,360,1,1,0,0,0,0,1,0
51,181222,15,2130,10.68,360,1,0,1,0,0,0,1,0
43,61794,28,18516,7.57,1080,1,0,0,1,0,0,0,0
67,65912,18,25976,18.07,360,1,1,0,1,0,0,0,0
66,33264,6,26391,13.32,1800,1,0,1,0,0,0,1,0
63,37009,16,1427,11.86,1800,1,0,0,0,1,0,0,0
28,74407,3,3106,7.55,720,1,0,0,1,0,0,0,0
59,43698,21,5592,14.08,360,1,0,1,0,0,0,0,0
69,103000,14,23926,6.84,3600,1,0,0,0,0,1,0,0
42,153554,8,30346,12.92,720,1,0,1,0,0,0,0,1
69,73099,27,2043,9.76,1800,1,0,0,0,0,1,0,0
32,63642,16,13988,13.67,1080,1,0,0,0,1,0,0,0
51,21840,0,25144,15.21,1080,0,0,1,0,0,1,0,0
69,93766,1,21199,19.21,720,1,0,0,0,0,0,1,0
34,30145,6,30111,14.18,3600,0,0,0,0,1,0,0,0
55,46592,22,4595,10.07,360,1,0,1,0,0,0,0,1
68,106483,13,30297,17.57,1080,1,0,1,1,0,0,0,0
24,111063,0,29996,15.21,3600,0,0,0,1,0,0,0,0
41,45256,3,2005,11.26,360,1,0,1,0,0,1,0,0
35,46847,12,32877,5.83,720,0,0,1,0,0,0,1,0
60,39356,9,14626,17.31,360,0,0,1,0,0,0,0,1
29,29181,12,10305,15.99,1800,1,0,1,0,0,0,1,0
43,40909,21,4042,11.97,3600,1,0,1,0,0,0,0,1
37,22745,23,17662,13.47,1080,0,0,0,0,1,0,0,0
68,90204,11,32285,16.61,3600,1,0,0,0,0,0,0,1
37,75865,22,9304,12.1,3600,1,1,0,1,0,0,0,0
26,83810,17,27239,14.77,1080,1,1,0,0,0,1,0,0
23,33770,0,7161,12.19,720,1,0,0,1,0,0,0,0
45,29230,17,12561,14.37,720,1,0,0,0,0,0,1,0
24,61827,3,19132,12.66,360,1,0,0,1,0,0,0,0
35,62221,11,27764,8.95,3600,0,0,1,0,0,1,0,0
54,54810,0,28931,14.45,720,1,0,1,0,0,0,0,0
45,50327,20,30965,12.16,720,1,0,0,1,0,0,0,0
37,167119,15,22992,9.05,1800,1,0,0,0,0,0,1,0
48,77312,13,3781,18.05,360,1,0,0,0,0,1,0,0
42,195322,0,34506,10.26,3600,1,0,0,0,0,0,1,0
33,128204,6,18716,9.72,3600,1,1,0,0,1,0,0,0
34,166368,18,22672,5.74,1080,1,0,1,0,0,0,0,1
68,31423,24,6141,7.11,1080,1,0,1,0,0,1,0,0
52,85468,4,33997,11.16,360,1,0,1,0,0,0,0,1
44,46209,16,17972,13.54,1800,1,0,0,0,0,1,0,0
40,22069,9,30841,6.02,1800,0,0,0,0,0,0,0,0
36,146913,3,7728,13.92,720,1,0,1,0,0,0,0,0
42,50200,23,32879,13.61,720,0,0,1,0,0,1,0,0
62,31791,13,13239,5.77,3600,1,0,0,0,0,0,0,1
36,46688,22,20786,14.86,3600,0,1,0,0,1,0,0,0
33,37133,5,11514,16.71,1800,1,0,0,0,0,0,0,1
48,39489,24,6382,15.64,360,1,0,0,0,0,0,1,0
39,52419,27,27775,9.91,1800,0,0,1,0,0,1,0,0
49,169141,11,12398,5.76,720,1,0,1,0,0,0,0,1
38,40143,29,26703,13.56,3600,1,0,0,0,0,1,0,0
58,162034,19,12431,15.22,1800,1,0,0,0,0,0,0,0
32,99638,25,31052,17.81,1800,1,0,1,0,0,0,0,1
37,75944,11,1334,5.5,360,1,0,1,0,0,0,0,1
42,93795,29,24118,9.28,3600,1,0,1,0,0,0,0,0
65,60366,0,16559,5.16,720,1,0,0,0,1,0,0,0
52,129525,29,4784,11.09,360,1,0,1,0,0,0,1,0
58,84135,11,23933,8.53,1800,1,0,0,0,0,1,0,0
59,22052,25,7547,6.11,1080,1,0,0,0,0,1,0,0
37,71521,5,11773,16.37,1800,0,0,1,0,0,1,0,0
28,95835,3,1160,14.69,1800,1,0,1,0,0,1,0,0
52,50342,16,25653,11.37,720,1,0,1,0,1,0,0,0
51,64586,9,20852,7.47,3600,1,0,1,1,0,0,0,0
36,41451,18,32345,13.24,3600,0,0,1,0,0,0,0,0
38,26197,10,18146,8.4,1800,0,0,1,0,0,0,1,0
46,23618,0,34660,8.21,1080,0,1,0,0,0,0,0,0
25,23807,4,2291,12.02,3600,0,0,1,0,0,1,0,0
54,89449,23,2270,8.57,360,1,0,1,1,0,0,0,0
56,13437,27,16504,13.09,3600,0,0,0,1,0,0,0,0
53,40139,13,29646,5.58,1800,1,1,0,0,0,0,0,0
39,37820,12,12516,8.75,1800,1,0,0,0,0,0,0,1
44,50549,1,3145,15.45,1800,1,0,1,0,1,0,0,0
23,19656,2,3135,7.47,1080,1,0,1,0,0,0,1,0
29,76292,13,33891,14.33,3600,1,0,0,1,0,0,0,0
29,27892,5,11709,5.31,1080,1,1,0,0,1,0,0,0
43,118118,5,19710,14.75,360,1,0,0,0,0,1,0,0
40,41230,20,27197,14.84,720,1,0,0,0,0,0,0,1
30,56535,22,23188,9.31,1080,1,1,0,0,0,0,1,0
46,60009,0,11876,15.86,1080,1,1,0,0,0,1,0,0
35,69323,25,14850,7.79,360,1,0,0,0,0,0,0,0
45,61218,19,20244,10.95,3600,1,0,0,0,1,0,0,0
49,46338,10,28575,18.59,720,0,0,1,1,0,0,0,0
68,73557,21,14312,16.61,1080,1,0,0,0,0,0,0,0
35,79196,29,19980,17.78,1080,1,0,0,0,0,0,0,1
26,37832,3,27061,10.69,3600,0,0,0,1,0,0,0,0
35,77328,5,30939,19.66,1800,0,0,0,0,0,1,0,0
54,122397,1,10518,14.86,3600,1,0,1,0,0,0,0,1
35,91448,26,29437,5.02,3600,1,0,0,0,0,0,1,0
59,104759,24,22775,6.1,3600,1,0,0,0,1,0,0,0
31,66380,19,22144,15.47,720,1,0,1,0,0,1,0,0
54,34142,28,15168,19.19,720,1,1,0,0,0,0,1,0
68,36835,4,1595,16.15,720,1,1,0,1,0,0,0,0
40,72542,14,31478,12.82,1800,1,1,0,0,0,0,1,0
69,105414,22,19551,8.0,720,1,0,0,0,1,0,0,0
62,318553,7,8433,17.03,1080,1,0,1,1,0,0,0,0
55,107914,16,28268,13.61,1800,1,0,0,0,0,0,1,0
67,29665,22,26221,7.52,1080,1,0,1,0,0,0,0,0
36,37783,9,33898,8.27,1080,0,1,0,0,1,0,0,0
51,234945,8,27142,10.79,720,1,0,1,0,0,0,0,0
60,52647,1,8978,10.35,360,1,0,0,0,0,0,0,1
25,61605,10,22831,11.1,1800,1,1,0,0,1,0,0,0
43,33649,1,20835,10.92,720,0,0,0,0,1,0,0,0
46,153132,26,30963,17.01,1080,1,0,0,0,0,0,1,0
39,80837,15,8945,8.44,1080,1,0,1,1,0,0,0,0
44,37618,3,19848,8.52,1080,1,1,0,0,0,1,0,0
21,32981,4,10458,5.78,1080,1,0,1,1,0,0,0,0
28,71992,16,23447,16.51,1800,1,0,0,0,0,0,0,0
47,61483,8,17244,13.37,360,1,1,0,0,1,0,0,0
57,98643,11,32511,9.78,3600,1,0,1,0,0,1,0,0
22,83131,1,11519,13.17,720,1,0,0,0,0,0,1,0
39,51088,2,21278,16.27,1800,0,0,1,0,1,0,0,0
25,43205,5,2033,12.86,3600,1,0,1,0,1,0,0,0
58,54395,6,11514,13.91,1800,1,0,0,0,0,0,0,0
52,43027,3,12633,7.68,1800,1,0,1,0,0,0,1,0
20,55374,0,5655,19.59,3600,0,1,0,0,0,0,0,0
56,60467,13,17453,17.9,1800,1,0,0,0,0,0,1,0
25,34934,28,17109,9.47,1080,1,0,0,0,0,0,0,0
64,87413,13,12950,6.0,1800,1,1,0,0,0,0,0,1
53,47941,1,34287,12.8,1800,0,0,1,1,0,0,0,0
66,36129,27,7103,18.29,3600,1,0,0,1,0,0,0,0
34,48486,20,29504,5.22,720,1,0,0,0,0,0,1,0
64,69241,14,28150,13.47,1800,1,0,1,0,0,0,1,0
45,62932,11,13914,5.33,720,1,0,1,0,0,1,0,0
33,77131,13,19293,5.31,360,1,0,1,0,0,1,0,0
26,102642,22,28722,11.48,360,1,0,1,1,0,0,0,0
65,131001,9,10639,16.91,1080,1,0,0,1,0,0,0,0
50,71060,25,28459,5.38,1080,1,0,1,0,0,0,0,1
43,31519,2,24874,12.74,3600,0,0,1,0,0,0,1,0
50,50946,1,1884,15.84,1080,1,0,1,0,0,0,1,0
48,32774,1,21703,8.98,1800,0,0,1,1,0,0,0,0
61,165729,10,32010,13.44,720,1,0,1,0,0,0,1,0
51,197292,11,17512,18.27,1800,1,0,0,0,0,1,0,0
36,88449,14,24160,17.31,1800,1,0,1,0,0,0,1,0
33,100215,11,25081,14.8,3600,1,0,0,0,0,1,0,0
59,69603,10,8674,8.5,1080,1,0,0,0,0,0,0,0
55,74580,19,10007,6.59,1800,1,0,0,0,0,0,1,0
67,22960,19,12319,7.13,3600,1,0,1,0,0,0,0,0
43,57276,13,19096,19.91,1800,1,0,1,1,0,0,0,0
64,35288,4,31789,15.83,360,0,0,1,0,0,0,1,0
46,70884,18,11198,8.22,3600,1,1,0,0,1,0,0,0
44,57770,26,30379,13.88,360,1,0,1,0,1,0,0,0
51,192546,29,23667,5.29,3600,1,0,1,0,0,0,0,1
37,103774,16,21110,17.42,1080,1,0,1,0,1,0,0,0
65,71019,28,33707,16.98,720,1,0,1,0,1,0,0,0
37,51013,14,20849,14.86,720,1,0,1,0,1,0,0,0
56,163670,19,5198,8.15,720,1,0,1,0,1,0,0,0
45,58807,16,26773,12.51,1800,0,0,1,0,0,0,0,1
28,73057,28,24718,15.21,360,1,0,0,0,1,0,0,0
54,61411,11,28068,10.58,720,1,0,1,0,0,0,0,0
27,46981,7,12990,14.04,720,1,0,0,0,0,0,0,1
39,61200,14,8008,9.78,720,1,1,0,0,0,1,0,0
61,18450,20,1134,12.63,720,1,0,0,1,0,0,0,0
41,23656,1,34119,9.22,360,0,1,0,0,1,0,0,0
38,73849,27,16603,15.66,360,1,0,0,0,1,0,0,0
49,153417,20,7492,7.2,1080,1,0,1,0,0,1,0,0
47,73786,20,6533,10.31,1800,1,0,0,1,0,0,0,0
54,38862,16,10292,15.59,3600,1,0,1,0,0,0,0,1
62,25192,20,14877,15.42,1080,1,0,0,1,0,0,0,0
30,95866,23,12502,12.83,720,1,0,1,0,1,0,0,0
50,42603,9,25020,6.33,720,1,1,0,0,0,1,0,0
68,88074,17,6349,12.28,360,1,1,0,0,0,0,0,0
67,75653,23,19205,6.73,3600,1,0,0,0,0,0,0,0
58,79776,28,10489,10.43,360,1,1,0,0,0,0,1,0
55,61093,23,31305,8.92,1800,1,1,0,0,1,0,0,0
49,75371,11,34714,18.61,360,1,0,0,0,0,1,0,0
42,55732,0,9238,11.99,1800,1,0,1,0,0,1,0,0
38,40897,3,12576,16.63,1080,1,0,1,0,0,0,0,0
31,33587,4,15235,11.63,1800,1,0,0,0,0,0,0,1
34,14314,25,5864,9.57,3600,1,0,1,0,0,0,0,0
50,53708,23,17758,11.5,720,1,0,0,0,0,0,1,0
62,148988,2,14041,18.4,360,1,1,0,0,0,0,1,0
56,92785,0,18342,6.49,1080,1,0,1,0,0,1,0,0
56,68639,6,27598,10.69,360,1,0,1,0,0,1,0,0
34,38545,19,22303,8.68,1080,1,0,0,0,0,0,1,0
48,108923,25,28370,12.31,720,1,0,0,0,0,1,0,0
69,55737,11,5071,13.87,3600,1,0,1,0,1,0,0,0
62,154038,20,33943,15.68,3600,1,0,1,1,0,0,0,0
45,33234,5,2940,7.0,1800,1,0,0,0,0,0,1,0
63,38178,19,27599,13.86,1800,1,0,0,0,0,0,1,0
21,36013,3,19220,16.62,360,1,0,1,0,0,1,0,0
39,24605,10,23928,15.24,1800,0,1,0,1,0,0,0,0
34,34124,7,8977,12.2,3600,0,0,0,0,1,0,0,0
23,63699,4,29379,13.92,360,1,0,0,0,0,0,1,0
41,39053,12,5275,18.5,720,1,1,0,1,0,0,0,0
69,5920,8,27943,12.5,720,0,0,1,0,0,0,1,0
57,114069,18,5453,17.31,720,1,0,0,1,0,0,0,0
42,21797,25,25687,19.37,720,0,0,1,0,0,0,0,0
45,85266,19,2394,5.89,1080,1,1,0,0,0,0,1,0
30,61006,4,7578,17.93,3600,1,0,0,1,0,0,0,0
47,213293,9,22064,6.65,360,1,1,0,0,0,0,0,0
21,108898,2,20761,6.0,1080,1,0,1,0,0,1,0,0
27,44233,24,26619,11.41,1080,0,0,0,0,0,0,0,1
48,39291,4,31787,12.37,720,0,1,0,1,0,0,0,0
30,147507,22,26023,6.28,720,1,1,0,0,0,0,0,0
56,24697,2,32530,19.4,720,0,0,1,0,1,0,0,0
37,67139,16,26081,5.82,360,1,0,1,0,0,0,1,0
69,55344,21,11870,15.47,3600,1,0,1,0,0,0,0,0
33,48730,28,8806,10.23,720,1,0,0,0,0,0,0,1
29,74021,9,19224,6.94,1800,1,1,0,0,0,0,0,1
54,67086,16,31976,17.14,3600,1,0,0,0,0,0,0,1
28,78782,5,2072,17.04,1080,1,0,0,0,0,1,0,0
54,65080,23,27532,18.6,720,1,1,0,0,1,0,0,0
30,76926,13,1061,17.57,360,1,0,1,1,0,0,0,0
63,63323,8,2637,12.92,720,1,0,1,0,1,0,0,0
31,40309,23,5662,6.58,1080,1,0,1,0,0,0,1,0
22,60018,2,13265,17.09,360,1,1,0,1,0,0,0,0
58,39001,4,22108,5.54,3600,0,0,0,1,0,0,0,0
33,37487,22,1637,15.51,360,1,0,0,0,0,1,0,0
47,48938,21,4519,5.75,360,1,0,1,0,0,0,1,0
30,55734,24,13984,8.6,720,1,1,0,0,1,0,0,0
58,61153,19,20086,12.08,1800,1,1,0,0,0,1,0,0
44,103759,7,20723,13.83,720,1,1,0,0,0,0,1,0
40,44396,27,12327,18.57,720,1,0,1,0,1,0,0,0
29,67380,26,1984,19.82,3600,1,1,0,0,0,0,0,0
62,64267,24,16052,16.19,3600,1,1,0,0,1,0,0,0
34,41557,15,19835,20.0,1800,1,1,0,0,1,0,0,0
38,62582,6,22537,8.19,3600,0,0,1,0,0,0,1,0
67,109276,27,30842,11.86,360,1,0,0,0,0,1,0,0
41,66963,22,8030,16.95,1080,1,0,1,0,0,0,0,0
40,68593,1,3450,5.11,720,1,0,0,0,0,0,1,0
63,39214,8,3224,12.66,1080,1,0,0,0,0,0,0,1
51,195109,27,2820,18.03,1800,1,1,0,0,0,1,0,0
69,40578,20,6403,14.33,720,1,1,0,0,0,0,0,0
42,22011,9,12618,15.99,3600,0,0,0,0,0,0,0,1
32,100319,18,8848,17.83,1800,1,1,0,0,0,0,0,0
24,55888,2,18112,18.27,3600,1,0,0,0,1,0,0,0
23,49919,4,8635,10.75,720,1,0,0,0,0,0,1,0
47,43159,25,31918,8.78,3600,1,0,0,0,0,0,1,0
33,184062,1,19459,10.82,720,1,0,1,0,0,0,0,0
27,74069,18,11679,9.6,3600,1,0,0,0,0,0,0,0
28,83270,5,6945,12.48,3600,1,0,0,0,0,0,1,0
54,66010,15,1219,10.94,1080,1,0,1,1,0,0,0,0
56,70405,14,8029,6.61,1800,1,0,0,0,1,0,0,0
40,138576,13,18484,17.94,3600,1,0,1,0,0,0,0,0
37,51507,12,19653,8.34,720,1,0,1,1,0,0,0,0
52,24980,27,21582,18.15,360,1,1,0,0,0,0,1,0
27,100793,16,5569,7.76,3600,1,0,0,0,0,0,0,1
68,80661,17,25977,16.26,360,1,1,0,0,0,0,0,1
36,63881,19,8770,7.58,1800,1,0,0,0,0,1,0,0
62,79415,0,16507,13.21,1080,1,0,0,0,0,1,0,0
50,47932,21,19546,19.19,1800,1,0,1,0,0,0,1,0
53,60622,27,12416,14.88,3600,1,0,0,0,0,0,0,0
25,55324,3,7578,5.66,3600,1,1,0,0,0,0,0,1
41,41986,15,26871,15.01,1800,0,0,1,0,0,0,0,0
33,122210,17,8237,6.62,1080,1,0,1,1,0,0,0,0
22,25658,4,33676,5.97,1800,0,1,0,0,0,0,1,0
31,246848,19,27566,12.43,3600,1,0,0,0,1,0,0,0
55,101358,27,33187,18.09,1800,1,0,1,0,0,1,0,0
31,20603,7,31952,18.15,3600,0,0,1,0,0,0,1,0
64,52339,5,9464,15.05,720,1,0,0,0,0,1,0,0
21,54115,1,31555,9.75,1080,1,0,0,0,0,0,1,0
21,75745,3,32478,17.5,1800,0,1,0,0,0,0,1,0
34,33069,28,6473,16.84,1800,1,0,1,0,0,1,0,0
42,61035,4,12676,19.94,360,1,0,1,1,0,0,0,0
48,55677,26,2015,12.38,1080,1,0,1,0,0,0,1,0
36,38462,21,4331,17.9,360,1,0,1,0,0,0,0,1
51,35381,3,11067,14.37,360,1,0,1,0,0,0,1,0
26,103910,3,11315,17.26,3600,1,1,0,0,0,0,0,0
49,21634,18,11594,5.74,360,1,0,0,0,0,0,0,1
47,79756,28,30693,9.85,720,1,0,0,0,0,0,0,0
33,96616,25,24565,12.55,360,1,0,0,0,0,1,0,0
63,52515,25,24607,7.3,1800,1,1,0,0,0,1,0,0
49,61785,21,19453,11.33,360,1,0,0,0,0,1,0,0
36,120342,27,20991,8.8,720,1,0,1,0,1,0,0,0
51,39225,8,29377,7.57,1080,0,0,1,0,0,0,0,0
65,41731,12,14834,11.77,3600,1,1,0,0,0,1,0,0
25,44476,6,11195,12.29,720,1,1,0,0,0,0,0,1
43,120474,24,27183,8.37,1800,1,0,0,0,0,1,0,0
25,130011,27,24452,11.28,1800,1,0,0,0,0,0,1,0
46,25912,29,5133,11.65,360,1,0,0,0,0,0,0,0
37,109507,21,29101,15.53,360,1,0,1,0,0,0,0,0
43,97865,28,16323,18.78,360,1,0,0,0,0,0,0,0
56,152079,17,23617,11.8,360,1,0,0,0,0,0,0,0
43,75437,21,33520,19.9,3600,1,0,0,1,0,0,0,0
57,58305,22,22119,7.13,360,1,0,0,0,0,1,0,0
53,119029,17,32997,16.08,1080,1,0,0,0,0,0,1,0
59,91066,29,7715,8.85,3600,1,0,1,0,0,0,1,0
66,230254,16,14114,5.87,3600,1,0,0,0,1,0,0,0
34,106428,28,15858,5.64,1080,1,0,1,0,0,0,0,0
30,65652,21,19482,5.58,3600,1,1,0,0,0,0,1,0
41,29600,27,26398,14.3,3600,0,0,0,0,0,1,0,0
43,42253,7,15805,11.81,3600,0,0,1,0,0,0,0,1
20,25296,0,31351,17.47,3600,0,0,0,0,0,0,1,0
37,52625,5,10420,19.27,360,1,0,1,0,1,0,0,0
63,104364,7,8989,7.28,360,1,0,1,1,0,0,0,0
31,59742,21,28317,15.82,720,0,0,1,0,0,0,0,0
62,110529,21,21985,13.78,720,1,0,0,0,0,0,0,1
47,73316,29,29343,18.69,1080,1,0,1,0,1,0,0,0
59,47011,7,24031,8.64,720,1,0,0,0,0,0,0,1
26,63106,18,31700,6.46,360,1,0,0,0,0,0,0,0
42,79479,14,3822,10.87,1080,1,0,1,0,0,0,0,0
40,65090,18,28774,7.58,360,1,0,1,0,0,0,1,0
53,65539,5,4551,18.49,3600,0,0,1,0,0,0,0,0
30,37743,3,9799,13.67,1800,1,1,0,1,0,0,0,0
41,46175,22,18784,15.8,1800,1,0,1,0,0,1,0,0
61,232135,26,32314,7.78,720,1,1,0,0,0,0,0,1
54,125126,6,28947,16.7,360,1,0,0,0,0,0,0,0
48,24728,24,34319,13.29,360,0,0,0,0,0,0,1,0
61,14469,1,25772,19.28,1080,0,1,0,0,0,0,0,0
47,62674,26,20995,12.69,1800,1,0,0,1,0,0,0,0
37,102342,1,3855,5.15,720,1,0,1,0,0,0,0,0
33,43828,21,23621,5.35,720,1,0,0,1,0,0,0,0
37,110524,13,34594,8.39,720,1,0,1,0,0,0,0,0
47,62056,8,34073,16.62,720,1,1,0,0,0,1,0,0
43,54293,28,30804,7.95,360,1,1,0,0,0,0,1,0
27,94246,6,4939,9.92,3600,1,0,1,0,1,0,0,0
61,43515,21,1393,11.09,1080,1,0,0,1,0,0,0,0
64,50411,4,7291,6.68,720,1,0,1,0,0,0,0,0
27,89509,23,23941,16.78,1080,1,1,0,0,0,0,0,1
23,58756,3,31393,13.11,1800,1,1,0,1,0,0,0,0
46,188200,17,2534,8.77,720,1,1,0,0,0,1,0,0
55,90789,27,7022,12.02,720,1,0,1,0,0,1,0,0
24,87315,0,16515,15.59,1800,1,0,0,0,0,0,0,1
52,58121,15,13652,15.56,720,0,0,1,0,0,0,0,0
68,101199,11,30066,8.54,720,1,0,0,0,0,0,0,0
53,49337,5,6707,11.45,1800,1,0,1,0,0,0,0,0
49,70928,0,2038,5.43,1800,1,0,1,0,0,0,0,0
27,34552,11,6138,11.36,360,1,1,0,0,1,0,0,0
58,111710,23,15772,5.85,1080,1,1,0,0,1,0,0,0
66,71279,29,1649,5.33,720,1,0,1,0,0,0,0,0
45,196714,10,12796,13.86,1800,1,0,1,0,0,0,0,1
56,251545,10,19067,13.18,1800,1,0,1,0,1,0,0,0
53,94654,8,8876,18.25,3600,1,0,0,0,1,0,0,0
26,62383,1,6240,16.47,1080,0,0,0,0,0,1,0,0
59,33940,28,14466,16.48,3600,0,0,1,0,0,0,0,1
47,103037,24,11784,18.36,720,1,0,1,0,0,0,1,0
58,67925,20,20545,7.33,1800,1,0,1,0,0,0,1,0
58,82687,7,15805,5.17,720,1,0,0,1,0,0,0,0
47,169036,0,7815,10.58,360,1,1,0,0,0,0,0,0
33,36510,0,17869,9.11,1080,1,0,0,0,0,1,0,0
69,34386,27,27569,6.53,720,1,1,0,1,0,0,0,0
57,51955,11,4965,8.13,1080,1,0,0,0,1,0,0,0
23,97999,4,8026,6.38,1800,1,0,0,0,0,0,1,0
61,83526,0,13864,16.14,720,1,0,1,1,0,0,0,0
37,34981,11,14488,12.87,3600,1,0,0,0,1,0,0,0
63,94271,13,1605,8.51,360,1,0,0,0,0,0,1,0
67,29122,0,12169,18.17,3600,0,0,1,0,0,0,1,0
44,36219,11,12836,19.61,360,1,1,0,0,0,0,0,1
26,55866,4,1422,11.29,360,1,0,0,1,0,0,0,0
57,42956,1,30289,16.1,1080,1,0,0,0,0,0,1,0
47,102121,3,19353,16.1,720,1,0,0,0,0,1,0,0
24,71098,3,27090,13.43,720,0,0,0,0,0,0,1,0
22,172704,0,15109,11.94,1800,1,0,0,0,0,0,0,1
63,51621,21,33879,14.66,360,1,0,1,1,0,0,0,0
50,55641,17,32974,7.53,3600,0,1,0,0,0,0,1,0
66,123776,18,31349,15.89,3600,1,1,0,0,0,0,0,0
61,56695,17,33802,6.66,720,0,0,1,0,0,0,0,0
39,146737,19,15644,14.09,3600,1,0,0,0,0,0,1,0
38,82825,14,6431,5.4,1800,1,0,0,1,0,0,0,0
67,14593,20,14340,18.36,3600,0,0,0,0,1,0,0,0
30,121363,27,23439,15.87,360,1,0,1,0,0,0,0,1
59,103532,29,4392,12.05,1800,1,0,0,0,0,1,0,0
22,105958,0,30364,14.12,1080,0,0,1,0,1,0,0,0
42,19023,8,1372,14.58,3600,1,0,0,1,0,0,0,0
26,40223,22,27466,18.65,360,1,0,1,0,0,0,0,1
42,42056,7,31800,12.41,3600,0,1,0,0,0,0,1,0
26,36146,22,31971,13.85,1800,0,0,1,0,0,1,0,0
65,170272,26,19953,17.45,720,1,0,1,1,0,0,0,0
53,59452,9,25905,11.7,1080,1,0,0,0,0,0,1,0
61,58575,7,26611,8.86,360,1,0,0,0,0,1,0,0
38,83383,28,15249,9.68,360,1,0,0,0,0,0,1,0
28,84253,10,3885,7.5,1800,1,0,1,0,0,0,0,0
67,8095,20,18645,16.2,1080,0,1,0,0,1,0,0,0
37,40626,18,13317,19.11,1080,1,0,1,0,0,0,0,0
60,25650,11,10333,5.49,360,1,0,0,0,0,0,0,1
67,76128,6,18947,15.4,3600,0,0,1,0,0,1,0,0
64,50345,29,19537,11.04,720,1,0,1,0,0,0,0,0
61,60429,0,23800,10.45,1080,1,1,0,0,0,0,1,0
44,17203,2,27034,13.5,3600,0,0,1,0,0,0,0,1
33,49716,22,16446,9.35,1080,1,0,0,0,0,0,0,0
63,116900,12,27306,19.62,3600,1,0,1,0,0,0,0,1
44,139479,3,28056,16.3,720,1,1,0,0,1,0,0,0
38,92163,22,32387,11.94,720,1,0,1,0,0,1,0,0
58,26868,25,3768,13.39,360,1,1,0,0,0,0,0,0
34,127470,9,19445,6.65,1080,1,0,1,0,0,0,0,0
35,92447,5,30272,15.33,3600,0,0,1,1,0,0,0,0
46,55808,3,4842,14.04,1080,1,0,1,1,0,0,0,0
59,17764,22,34988,19.28,1080,0,0,0,0,0,1,0,0
29,106102,7,9030,13.43,720,1,0,1,0,0,1,0,0
23,41969,3,11555,5.26,1800,0,0,1,0,1,0,0,0
38,73695,23,11982,15.76,720,1,1,0,0,1,0,0,0
47,62382,22,13386,7.63,360,1,0,1,1,0,0,0,0
40,150698,17,12702,13.88,3600,1,0,1,0,0,0,0,0
66,55535,7,31497,13.96,1800,1,1,0,0,1,0,0,0
33,59333,4,24037,18.76,1800,0,0,1,0,0,0,0,1
52,154379,13,33846,12.66,1800,1,0,0,0,0,1,0,0
67,40338,24,33033,16.24,3600,0,0,1,1,0,0,0,0
29,97596,21,2155,6.56,3600,1,0,1,0,0,0,0,1
